Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,Daily_Return,Cumulative_Return,Position,Strategy_Return,Strategy_Cumulative
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
Date,,,,,,,,,,,,
2018-03-27,39.622962951660156,41.225863550656555,39.28873141985822,40.87986256946427,163690400,41.28800468444824,40.43345733642578,-0.025640929429401438,0.9812279583390174,1,-0.025640929429401438,0.943398053208522
2018-03-28,39.18517303466797,40.018401356009285,38.88154129855595,39.366412531473316,166674000,41.15101718902588,40.39111557006836,-0.01104889398418507,0.9703864746530113,1,-0.01104889398418507,0.9329745481337345
2018-03-29,39.49116897583008,40.42560687177542,39.28403807954,39.49822992988241,153594000,41.066047286987306,40.341250305175784,0.007808972564479655,0.9779641960105188,1,0.007808972564479655,0.9402601207834687
2018-04-02,39.23224639892578,39.76419542631413,38.71207041431438,39.222832992849405,150347200,40.95389175415039,40.28545677185058,-0.0065564677779674785,0.9715522052713699,1,-0.0065564677779674785,0.934095335598644
2018-04-03,39.63473129272461,39.71946629782122,38.8085676866813,39.45820033140096,121112000,40.85468082427978,40.24146324157715,0.010259032575046456,0.9815193909936071,1,0.010259032575046456,0.9436782500747495
2018-04-04,40.392642974853516,40.486791396247085,38.782681264911915,38.80857261952495,138422000,40.795131301879884,40.21947319030762,0.019122412525804933,1.0002884096902636,1,0.019122412525804933,0.9617236548643086
2018-04-05,40.67273712158203,41.009321121354404,40.50326709924583,40.62095441522754,107732800,40.768886947631835,40.20289741516113,0.0069342861991696925,1.0072246958047681,1,0.0069342861991696925,0.9683925219316492
2018-04-06,39.632381439208984,40.597415269493986,39.59001213811566,40.24200087033369,140021200,40.66814670562744,40.17873580932617,-0.025578698558278434,0.9814611989303242,1,-0.025578698558278434,0.9436223015270685
2018-04-09,40.025447845458984,40.74098498477688,39.97837364800259,39.9854345980445,116070800,40.55128345489502,40.1770166015625,0.009917809426943203,0.9911951440612544,1,0.009917809426943203,0.9529809676846275
2018-04-10,40.778663635253906,40.95519464666193,40.373818895102225,40.71981996478456,113634400,40.45160312652588,40.18848602294922,0.018818422537160373,1.0098478730989806,1,0.018818422537160373,0.9709145662043888
2018-04-11,40.5880012512207,40.93635469352344,40.413822734303444,40.53857099928074,89726400,40.362984848022464,40.21278594970703,-0.004675542723483805,1.005126286224087,1,-0.004675542723483805,0.9663750136692474
2018-04-12,40.98814010620117,41.19056244243671,40.729226562807334,40.816317622784545,91557200,40.312378883361816,40.24973022460937,0.009858550375609676,1.0150353743506766,1,0.009858550375609676,0.9759020704232362
2018-04-13,41.12700271606445,41.3882686648598,40.91987551099226,41.13877216433172,100497200,40.266245651245114,40.28729537963867,0.003387872918934276,1.0184741852071995,0,0.003387872918934276,0.9792083026191549
2018-04-16,41.383575439453125,41.47066291645523,41.15055322750271,41.197627442327295,86313600,40.24035491943359,40.32835075378418,0.006238546610362494,1.0248279838830656,0,0.0,0.9792083026191549
2018-04-17,41.95316696166992,42.11792845144327,41.522431043849586,41.541261441470986,106421600,40.27495422363281,40.41492973327637,0.013763709785060696,1.038933418832841,0,0.0,0.9792083026191549
2018-04-18,41.859031677246094,42.08970144650777,41.633073998684004,41.85197072426181,83018000,40.3055534362793,40.51842582702637,-0.002243818315547763,1.0366022409990292,0,-0.0,0.9792083026191549
2018-04-19,40.67273712158203,41.28235655639959,40.639784816768426,40.89869475700905,139235200,40.32355937957764,40.56753448486328,-0.028340229291756724,1.007224695804768,0,-0.0,0.9792083026191549
2018-04-20,39.006290435791016,40.30085111535037,38.93802977051973,40.154919969854056,261964400,40.28672332763672,40.59967643737793,-0.04097208114638429,0.9659566038356128,0,-0.0,0.9792083026191549
2018-04-23,38.893310546875,39.28873825616746,38.62262752992455,39.267555398498004,146062000,40.29025402069092,40.65014099121094,-0.002896453050361014,0.9631587558839168,0,-0.0,0.9792083026191549
2018-04-24,38.3519401550293,39.14985995231257,37.9470955318883,38.994511845205345,134768000,40.17456760406494,40.68088088989258,-0.013919370303878686,0.9497521924993454,0,-0.0,0.9792083026191549
2018-04-25,38.51905822753906,38.93567234410934,38.227195973821644,38.27662263674322,113528400,40.11937236785889,40.685305786132815,0.0043574867877407275,0.9538907251297891,0,0.0,0.9792083026191549
2018-04-26,38.653228759765625,39.00864322003151,38.45315885279838,38.629689856052146,111852000,40.09277515411377,40.68474105834961,0.003483224626988246,0.9572133407950169,0,0.0,0.9792083026191549
2018-04-27,38.20600891113281,38.67911059037383,37.80822524046531,38.601436537089796,142623200,40.028517150878905,40.66096824645996,-0.011570051532107106,0.9461383331147981,0,-0.0,0.9792083026191549
2018-04-30,38.89801025390625,39.36875951624266,38.09302944629481,38.16129010059142,169709600,40.01180534362793,40.62457931518555,0.018112369297275555,0.9632751400104821,0,0.0,0.9792083026191549
2018-05-01,39.801841735839844,39.82537703822418,38.900356690154524,39.168683559746505,214277600,40.020160865783694,40.608903350830076,0.023235930990656017,0.9856577346887802,0,0.0,0.9792083026191549
2018-05-02,41.56010437011719,41.837844737830906,40.90811557307444,41.24469960427315,266157600,40.07853393554687,40.63112266540527,0.04417540891566585,1.0291995681695458,0,0.0,0.9792083026191549
2018-05-03,41.63542175292969,41.7790004332913,41.05875457793153,41.397694649049576,136272800,40.12666816711426,40.65852035522461,0.0018122520131746978,1.0310647371589197,0,0.0,0.9792083026191549
2018-05-04,43.2689208984375,43.36777781715899,41.93669956186944,41.95552996422572,224805200,40.308495140075685,40.71185623168945,0.03923339975276874,1.071516912162859,0,0.0,0.9792083026191549
2018-05-07,43.58197021484375,44.17275928199006,43.48546574823855,43.58667512184981,169805600,40.48632125854492,40.75733055114746,0.007234969347653664,1.0792693041778498,0,0.0,0.9792083026191549
2018-05-08,43.791446685791016,43.83145993830345,43.231253967553805,43.54195017510666,113611200,40.636960411071776,40.79065940856933,0.004806493830238123,1.084456805429546,0,0.0,0.9792083026191549
2018-05-09,44.09979248046875,44.109205885749084,43.59609089696965,43.90913959763727,92844800,40.81254997253418,40.8328857421875,0.007041233346094966,1.0920927188503362,0,0.0,0.9792083026191549
2018-05-10,44.730594635009766,44.808268696550556,44.16804939372825,44.18923584071716,111957200,40.99967269897461,40.88899917602539,0.014303971040688923,1.1077139814745187,1,0.0,0.9792083026191549
2018-05-11,44.56047058105469,44.90780579194199,44.29110894867078,44.77312677844062,104848800,41.17134609222412,40.956397247314456,-0.0038033040996491296,1.103501008347538,1,-0.0038033040996491296,0.975484075667393
2018-05-14,44.456504821777344,44.78257548729426,44.38798455421709,44.65970770522713,83115200,41.32499256134033,41.01602020263672,-0.0023331387196243725,1.100926387417818,1,-0.0023331387196243725,0.9732081360000765
2018-05-15,44.05245590209961,44.201314848435054,43.73583860532365,44.13279098837762,94780800,41.42995700836182,41.064690322875975,-0.009088634414638141,1.0909204699651491,1,-0.009088634414638141,0.9643630030426203
2018-05-16,44.46360397338867,44.529766338045015,43.94851026112656,43.96505175363614,76732400,41.56018562316895,41.12228973388672,0.009333147559418276,1.1011021916869237,1,0.009333147559418276,0.9733635452508609
2018-05-17,44.18241882324219,44.63608030646676,44.03355985337533,44.421062595632634,69176000,41.735669708251955,41.1819856262207,-0.006323939694919289,1.0941388878287521,1,-0.006323939694919289,0.9672080528894615
2018-05-18,44.02174377441406,44.37616713616014,43.97921470158735,44.22967330036031,73190800,41.9864423751831,41.22947677612305,-0.003636628620785287,1.09015991103416,1,-0.003636628620785287,0.9636906764020697
2018-05-21,44.33363342285156,44.72113611358477,44.16350993859011,44.42105668920963,73603200,42.25845851898193,41.26889518737793,0.007084899908457842,1.0978835848880504,1,0.007084899908457842,0.9705183283870924
2018-05-22,44.22258758544922,44.62899335132505,44.13279917508237,44.51085222416071,60962800,42.55199089050293,41.29790153503418,-0.0025047763701927517,1.0951336320274003,1,-0.0025047763701927517,0.9680873970113094
2018-05-23,44.50613021850586,44.53920959335198,43.89179485092774,44.03120413563344,80233600,42.85134449005127,41.340816802978516,0.006411715110717253,1.1021553168841252,1,0.006411715110717253,0.9742944976032217
2018-05-24,44.456504821777344,44.6195401545358,43.99812027574511,44.603002271489295,92936000,43.14150829315186,41.389941711425784,-0.0011150238514306965,1.1009263874178181,1,-0.0011150238514306965,0.9732081360000765
2018-05-25,44.55809783935547,44.81091791929938,44.33835351791313,44.47539762696077,69844000,43.45911273956299,41.44011032104492,0.0022852227809047054,1.1034422494784444,1,0.0022852227809047054,0.9754321334030257
2018-05-29,44.397430419921875,44.59827176139703,44.15406000681995,44.32654863387725,90056400,43.73408374786377,41.49003112792969,-0.003605796190242372,1.0994634616191226,1,-0.003605796190242372,0.9719149239325611
2018-05-30,44.30293273925781,44.42107389322916,44.13280918910851,44.35491513543576,74762000,43.95913829803467,41.55086616516113,-0.0021284493217350597,1.0971233093599668,1,-0.0021284493217350597,0.9698462522719327
2018-05-31,44.15406799316406,44.47541203441879,43.981582940289385,44.23676823234885,109931200,44.08883647918701,41.609006576538086,-0.0033601555673500316,1.0934368043639515,1,-0.0033601555673500316,0.9665874179878876
2018-06-01,44.9503288269043,44.95505187521975,44.36198482739498,44.418693855603955,93770000,44.25458183288574,41.70176078796387,0.018033691343309677,1.113155506197266,1,0.018033691343309677,0.9840185571402078
2018-06-04,45.32602310180664,45.701711002839396,45.21260863468713,45.28112889878117,105064800,44.357436943054196,41.81342102050781,0.008357987242964882,1.1224592457174989,1,0.008357987242964882,0.9922429716876263
2018-06-05,45.675724029541016,45.82458301008021,45.45125659906751,45.6190185934356,86264000,44.46212463378906,41.95048156738281,0.00771523517403927,1.1311192827714842,1,0.00771523517403927,0.999898359563984
2018-06-06,45.83403778076172,45.85766745200514,45.347296838352996,45.75134114217302,83734400,44.564254188537596,42.05384895324707,0.0034660370379309136,1.135039784099888,1,0.0034660370379309136,1.003364044312399
2018-06-07,45.71115493774414,45.88600145424387,45.446516428225905,45.871825099433636,85388800,44.64482231140137,42.17561279296875,-0.0026810390043610077,1.1319966981672147,1,-0.0026810390043610077,1.0006739861740241
2018-06-08,45.29530334472656,45.36618873570225,44.83928036562232,45.170074049667846,106627200,44.67305774688721,42.29781539916992,-0.009097376637801968,1.1216984978512394,1,-0.009097376637801968,0.9915704780301484
2018-06-11,45.18424606323242,45.35909619678003,44.94324080461595,45.21260238012526,73234000,44.704246520996094,42.41167694091797,-0.002451849823124519,1.1189482615876838,1,-0.002451849823124519,0.9891392961289747
2018-06-12,45.432342529296875,45.510316090348226,45.165342481337426,45.22205150902396,67644400,44.75303840637207,42.53567886352539,0.005490773614265088,1.1250921531781373,1,0.005490773614265088,0.9945704360769924
2018-06-13,45.05902862548828,45.57412585411727,44.997596532601726,45.465434422445746,86553600,44.8033670425415,42.64416481018066,-0.00821691955610393,1.1158473614622688,1,-0.00821691955610393,0.9863981308108685
2018-06-14,45.08265686035156,45.2645952138166,44.94561271407489,45.25986855901223,86440400,44.83431968688965,42.73796508789062,0.0005243840265547473,1.1164324939946928,1,0.0005243840265547473,0.9869153822344892
2018-06-15,44.619537353515625,44.93143164101872,44.48249322161708,44.900713796085,246876800,44.85617561340332,42.8169010925293,-0.010272675549502397,1.1049637452109635,1,-0.010272675549502397,0.9767771207179811
2018-06-18,44.59591293334961,44.709327403259046,44.23203625120954,44.392710055180494,73939600,44.8848840713501,42.91617172241211,-0.0005294635840538131,1.1043787071461746,1,-0.0005294635840538131,0.976259952802824
2018-06-19,43.8752555847168,44.026476094306425,43.34598199846244,43.74529961427696,134314000,44.86196517944336,42.993167877197266,-0.016159717364904402,1.0865322593748739,1,-0.016159717364904402,0.9604838678908554
2018-06-20,44.0666389465332,44.232035797910484,43.88470060732771,44.031198051731266,82514800,44.854167747497556,43.058927383422855,0.004361988534673511,1.0912717006328199,1,0.004361988534673511,0.9646734875103341
2018-06-21,43.8209114074707,44.503767023974675,43.6980436174885,44.24385508466258,102847600,44.8199068069458,43.123585586547854,-0.0055762714138613,1.0851864734438252,1,-0.0055762714138613,0.9592942063182204
2018-06-22,43.69331741333008,43.98394359909991,43.641335024931394,43.97685541935294,108801600,44.78174743652344,43.17768913269043,-0.0029117147508455066,1.0820267199816809,1,-0.0029117147508455066,0.956501015227283
2018-06-25,43.04353713989258,43.69331332875178,42.70329012231989,43.33416329849383,126652400,44.70601940155029,43.216019821166995,-0.014871387935384006,1.0659354808723822,1,-0.014871387935384006,0.9422765175692495
2018-06-26,43.57752990722656,44.07372403191097,43.13095663716288,43.23728652486718,98276800,44.66502437591553,43.25989891052246,0.01240587560447226,1.0791593438504783,1,0.01240587560447226,0.9539662828312289
2018-06-27,43.51374816894531,44.25094777319124,43.4830303169745,43.76656834896281,101141200,44.625565147399904,43.29111053466797,-0.0014636382194456177,1.077579844989947,1,-0.0014636382194456177,0.9525700213196147
2018-06-28,43.830360412597656,43.998122408091795,43.42868128083608,43.499566681824895,69460800,44.60937976837158,43.330537109375,0.007276142758906312,1.085420469776214,1,0.007276142758906312,0.9595010567825906
2018-06-29,43.73820877075195,44.22967629833149,43.21838852603281,44.01702010364107,90950800,44.548773765563965,43.3918465423584,-0.002102461421221058,1.083138415112706,1,-0.002102461421221058,0.9574837428270844
2018-07-02,44.227317810058594,44.25567413683767,43.33889768758348,43.43341276787764,70925200,44.493838500976565,43.49626708984375,0.011182649062521977,1.0952507718950475,1,0.011182649062521977,0.9681909475061897
2018-07-03,43.4570198059082,44.409236739973295,43.36723142028874,44.3714307244093,55819200,44.382903289794925,43.587541275024414,-0.01741679220653991,1.076175016786899,1,-0.01741679220653991,0.9513281669572214
2018-07-05,43.80673599243164,44.04538341750769,43.542100976106674,43.77365661539102,66416800,44.28153820037842,43.69663719177246,0.008047403804618325,1.0848354317114253,1,0.008047403804618325,0.9589838888674336
2018-07-06,44.413970947265625,44.52265875377281,43.759468162342884,43.8114505412396,69940800,44.21667900085449,43.81453544616699,0.01386167996946619,1.0998730732853468,1,0.01386167996946619,0.972277016630788
2018-07-09,45.030670166015625,45.0542962270149,44.72822918433006,44.77548491170952,79026400,44.203447341918945,43.94208427429199,0.013885252896711942,1.1151450890621977,1,0.013885252896711942,0.9857773288923671
2018-07-10,44.97632598876953,45.196066742181216,44.936154835089134,45.061387739692314,63756400,44.1930513381958,44.077490615844724,-0.0012068258599248205,1.1137993031311493,1,-0.0012068258599248205,0.9845876673197322
2018-07-11,44.39271545410156,44.8416503392362,44.328918229664474,44.53920931244165,75326000,44.14106998443604,44.18738471984863,-0.012975949498713946,1.0993466996220167,0,-0.012975949498713946,0.9718117074715348
2018-07-12,45.13700485229492,45.22679327478882,44.73059903152891,44.78258142293258,72164400,44.144968795776364,44.294087982177736,0.016766025474672652,1.1177783743933767,0,0.0,0.9718117074715348
2018-07-13,45.207889556884766,45.328392223058444,45.106286300581004,45.148818986242105,50055600,44.15123043060303,44.36704368591309,0.0015704343879663352,1.119533771990649,0,0.0,0.9718117074715348
2018-07-16,45.108646392822266,45.51977521113344,44.992866789356334,45.25277871330797,60172400,44.17568588256836,44.43650817871094,-0.002195262044639823,1.1170761019933055,0,-0.0,0.9718117074715348
2018-07-17,45.23623275756836,45.3354708627186,44.70459773366159,44.83455368280384,62138000,44.2077018737793,44.47585441589356,0.0028284237047377925,1.1202356665201796,0,0.0,0.9718117074715348
2018-07-18,44.98814010620117,45.318937427873614,44.87708715743599,45.31421077324628,65573600,44.263346099853514,44.5039778137207,-0.005484379141312945,1.1140918693973616,0,-0.0,0.9718117074715348
2018-07-19,45.33783721923828,45.49614588688389,44.82037853844009,44.82037853844009,81147200,44.32690601348877,44.53490562438965,0.007773095580559719,1.1227518119837117,0,0.0,0.9718117074715348
2018-07-20,45.23387145996094,45.467788564209,44.93379201323359,45.31420655424046,82704800,44.39755401611328,44.557587203979494,-0.002293134513113193,1.1201771910539915,0,-0.0,0.9718117074715348
2018-07-23,45.27405548095703,45.35675573511268,44.789676003864116,45.054311048550865,63957600,44.476590919494626,44.568456420898436,0.0008883613031367421,1.1211723131231803,0,0.0,0.9718117074715348
2018-07-24,45.60247802734375,45.75842519055261,45.378010592326866,45.47252205800304,74791600,44.60453796386719,44.58929656982422,0.007254100453290668,1.1293054097080242,1,0.0,0.9718117074715348
2018-07-25,46.03251266479492,46.03960084432473,45.46779458945807,45.61665357034644,66839600,44.7272871017456,44.62081672668457,0.009430071699027431,1.1399548406916704,1,0.009430071699027431,0.9809759615509456
2018-07-26,45.88838195800781,46.30187593695004,45.7466111516465,45.982893425327774,76304000,44.84601879119873,44.657535247802734,-0.0031310632082297563,1.1363855700309373,1,-0.0031310632082297563,0.9779044638095756
2018-07-27,45.12517547607422,46.119925166977644,44.91724958284175,46.07266944603301,96096000,44.91075954437256,44.67076667785645,-0.016631801980553584,1.1174854302566242,1,-0.016631801980553584,0.9616401504115953
2018-07-30,44.87236785888672,45.413452684057695,44.673891612522105,45.342567280247074,84118000,44.9674674987793,44.68456565856933,-0.0056023630826995685,1.1112248711366999,1,-0.0056023630826995685,0.9562526931340878
2018-07-31,44.96213912963867,45.399262650326776,44.737671756331395,44.96450425912822,157492000,45.0042085647583,44.70337356567383,0.0020005913446392576,1.113447977995844,1,0.0020005913446392576,0.9581657639952598
2018-08-01,47.610870361328125,47.672302444502435,46.62084721963363,47.050882617996145,271742800,45.211901092529295,44.76891830444336,0.05891025834096553,1.1790414860288048,1,0.05891025834096553,1.014611556685689
2018-08-02,49.0025749206543,49.23649564245094,47.33914949290995,47.39349340005751,249616000,45.47169303894043,44.86451805114746,0.029230815331966253,1.2135058299756398,1,0.029230815331966253,1.0442694797328471
2018-08-03,49.144344329833984,49.32155600959706,48.551273600783134,48.91751179336967,133789600,45.708211708068845,44.957282333374025,0.0028931012178288196,1.2170166251701848,1,0.0028931012178288196,1.0472906570364038
2018-08-06,49.39952850341797,49.44205757505029,48.92696403436133,49.146704781889895,101701600,45.92665462493896,45.056142807006836,0.005192544067152527,1.2233360376268383,1,0.005192544067152527,1.0527287599241824
2018-08-07,48.93642044067383,49.50113491433572,48.853720205108345,49.45860583687777,102349600,46.12465934753418,45.1437092590332,-0.009374746617512697,1.2118675722460146,1,-0.009374746617512697,1.0428596945429247
